countryname,Year,infant_mortality,us_length,Score,adult_literacy,imports,exports
Senegal,34,42.3,4,NA,NA,7258511418.46409,4311504862.81418
Senegal,35,41.7,4,NA,NA,6298158510.73313,4030818402.27451
Sierra Leone,20,143.3,1,NA,NA,250503322.020936,115314755.508819
Sierra Leone,21,140.5,2,NA,NA,300799536.792287,85492032.3238426
Sierra Leone,22,137.7,3,NA,NA,373951405.431158,107153406.383992
Sierra Leone,23,134.6,4,NA,NA,443246731.121428,192923463.520593
Sierra Leone,24,131.4,4,NA,34.826789855957,421775811.646244,238584015.103839
Sierra Leone,25,128.1,4,NA,NA,483591170.019942,290042436.853011
Sierra Leone,26,124.5,4,NA,NA,472171800.540003,317931420.720122
Sierra Leone,27,120.5,4,NA,NA,532971850.529371,336802821.452521
Sierra Leone,28,116.2,4,NA,NA,643759697.04258,338717766.509754
Sierra Leone,29,111.7,4,NA,NA,685540147.386765,331270804.719921
Sierra Leone,30,107,4,NA,NA,888970139.545699,432978661.228543
Sierra Leone,31,102.3,4,NA,NA,1896478864.56106,478655062.615394
Sierra Leone,32,97.9,4,NA,NA,2295138524.33045,1251015326.47876
Sierra Leone,33,93.8,4,NA,32.4261703491211,2894443249.83241,1408534692.48268
Sierra Leone,34,90.2,4,NA,NA,2629234393.47685,1542664519.09205
Sierra Leone,35,87.1,4,NA,NA,2001365444.38534,816852288.770686
Slovenia,21,4.3,1,NA,NA,11020069693.9783,10802787364.2646
Slovenia,22,4.1,2,NA,NA,12057382344.1397,12290189725.6858
Slovenia,23,3.9,3,NA,NA,15208840217.5171,15114768714.5667
Slovenia,24,3.7,3,NA,99.6999969482422,19444956153.4629,18946986547.0852
Slovenia,25,3.5,3,NA,NA,21887253575.4259,21655505534.1375
Slovenia,26,3.3,3,NA,NA,25630375737.0468,25611438840.7979
Slovenia,27,3.2,3,NA,NA,33233888584.7249,32595880919.792
Slovenia,28,3,3,NA,NA,38008065621.7958,36838676285.3376
Slovenia,29,2.8,3,NA,NA,28134379272.02,28842909280.3557
Slovenia,30,2.7,3,NA,NA,30445932973.1529,30955558524.5667
Slovenia,31,2.6,3,NA,NA,35562139668.336,36188777060.276
Slovenia,32,2.4,3,NA,NA,32370084187.0804,33953235709.5434
Slovenia,33,2.3,3,NA,NA,33658620794.9074,35922181063.5595
Slovenia,34,2.2,3,NA,99.6999969482422,34650900285.3525,38023086765.4602
Slovenia,35,2.1,3,NA,NA,29795638642.6827,33243498678.7445
Somalia,33,90.1,1,NA,NA,NA,NA
Somalia,34,87.4,1,NA,NA,NA,NA
Somalia,35,85,1,NA,NA,NA,NA
South Africa,20,54,1,NA,NA,33107014894.941,37034201374.3376
South Africa,21,54.5,2,NA,NA,30897295915.9968,35694721925.3821
South Africa,22,54.7,3,NA,NA,32316354701.3007,36701262724.487
South Africa,23,54.1,4,NA,NA,42967335122.3446,47117929329.6496
South Africa,24,52.8,5,NA,NA,58544050033.2833,58215242193.9099
South Africa,25,51.5,6,NA,NA,68831632412.3724,68172283112.9212
South Africa,26,50,7,NA,NA,84217086317.6549,79519161190.2828
South Africa,27,48.6,8,NA,88.7172470092773,97337695517.6427,93339341982.0024
South Africa,28,46.6,9,NA,NA,106801554253.619,102154408560.5
South Africa,29,41.1,10,NA,92.8948593139648,81401394904.2331,82601460991.0665
South Africa,30,38.2,10,NA,92.8773193359375,102747227230.509,107407119051.522
South Africa,31,37.1,10,NA,93.1021423339844,123475231025.602,126845106113.399
South Africa,32,36.8,10,NA,93.7294692993164,123559970279.784,117805454390.431
South Africa,33,35.3,10,NA,NA,122045674110.381,113611981865.661
South Africa,34,34.4,10,NA,94.1399002075195,115678696654.494,110424915818.303
South Africa,35,33.6,10,NA,94.367919921875,99936709357.1333,95771761550.3463
Sri Lanka,28,10.2,1,NA,90.5579528808594,15686037044.7635,10113916432.36
Sri Lanka,29,9.7,2,NA,NA,11703147945.7966,8972037012.54863
Sri Lanka,30,9.4,3,NA,91.1813583374023,15209062084.0317,11091200155.6634
Sri Lanka,31,9.1,4,NA,NA,22256822218.926,13644121296.7552
Sri Lanka,32,8.9,5,NA,NA,21677008606.3538,13561292253.9682
Sri Lanka,33,8.7,6,NA,NA,21505636520.0009,15101674298.2436
Sri Lanka,34,8.6,7,NA,NA,23142023456.5698,16735293069.2599
Sri Lanka,35,8.4,8,NA,NA,23008993742.6807,16937418651.537
St. Vincent and the Grenadines,22,19.2,1,NA,NA,214818888.888889,178312814.814815
St. Vincent and the Grenadines,23,19.2,2,NA,NA,241392481.481481,172849111.111111
St. Vincent and the Grenadines,24,19.1,3,NA,NA,272195888.888889,184518296.296296
St. Vincent and the Grenadines,25,19.2,4,NA,NA,291193481.481481,200544555.555556
St. Vincent and the Grenadines,26,19.2,5,NA,NA,325853296.296296,211994444.444444
St. Vincent and the Grenadines,27,19.2,6,NA,NA,402115666.666667,212220185.185185
St. Vincent and the Grenadines,28,19,7,NA,NA,430817222.222222,210168333.333333
St. Vincent and the Grenadines,29,18.8,8,NA,NA,388043629.62963,192307703.703704
St. Vincent and the Grenadines,30,18.6,8,NA,NA,389200000,183200000
St. Vincent and the Grenadines,31,18.2,8,NA,NA,376600000,182800000
St. Vincent and the Grenadines,32,17.8,8,NA,NA,402100000,188300000
St. Vincent and the Grenadines,33,17.4,8,NA,NA,NA,NA
St. Vincent and the Grenadines,34,17,8,NA,NA,NA,NA
St. Vincent and the Grenadines,35,16.6,8,NA,NA,NA,NA
Sudan,17,72.3,1,NA,NA,1461937107.31738,624215840.57879
Sudan,18,70.9,2,NA,NA,1707017031.87251,754007519.920319
Sudan,19,69.4,3,NA,NA,1808999881.21164,831000039.59612
Sudan,20,67.8,4,NA,61.3458709716797,1644905997.19975,1959294026.13566
Sudan,21,66.2,5,NA,NA,1686823734.05489,1502577773.4828
Sudan,22,64.6,6,NA,NA,2578329193.72603,2069337700.80893
Sudan,23,63,7,NA,NA,3029863859.29956,2616599317.9554
Sudan,24,61.4,8,NA,NA,4298436082.35431,3810409600.24815
Sudan,25,59.9,9,NA,NA,7533463158.32683,5086917942.61319
Sudan,26,58.5,10,NA,NA,9554284641.95257,6832645406.4011
Sudan,27,57.1,11,NA,NA,10403689995.5359,10045701106.0959
Sudan,28,55.8,12,NA,53.5173797607422,10681493302.0764,13138471581.6668
Sudan,29,54.5,13,NA,NA,9990560728.5796,7977568937.35196
Sudan,30,53.3,14,NA,NA,10150422751.7294,10577209838.5857
Sudan,31,52.2,15,NA,NA,9989480040.68142,8291793796.08441
Sudan,32,51.1,16,NA,NA,8179796228.05116,4864665076.95643
Sudan,33,49.9,17,NA,NA,8594880431.12159,5103688110.47491
Sudan,34,48.8,18,NA,NA,7344719726.61633,5292192581.16078
Sudan,35,47.6,19,NA,NA,8111899876.37485,6078941666.77287
Sweden,21,3.4,1,NA,NA,91304566709.5875,104038105933.721
Sweden,22,3.3,2,NA,NA,95989771081.7389,110067473888.529
Sweden,23,3.2,3,NA,NA,116750182407.281,134823837849.202
Sweden,24,3.1,4,NA,NA,138259331328.498,164409367388.317
Sweden,25,3,5,NA,NA,151929587453.667,176558857769.868
Sweden,26,2.8,6,NA,NA,172232793906.373,200916212626.386
Sweden,27,2.7,7,NA,NA,204124400781.204,233886636681.068
Sweden,28,2.6,8,NA,NA,225084280317.398,254126018418.777
Sweden,29,2.5,9,NA,NA,166123624866.08,189692701664.533
Sweden,30,2.5,9,NA,NA,196190670652.162,221523364067.805
Sweden,31,2.4,9,NA,NA,232621994257.886,259899243504.959
Sweden,32,2.4,9,NA,NA,222400808657.397,248769750722.6
Sweden,33,2.4,9,NA,NA,224695020933.209,249565101475.469
Sweden,34,2.4,9,NA,NA,230849822578.612,251793490103.538
Sweden,35,2.4,9,NA,NA,201824555274.655,221067597699.186
Switzerland,21,4.7,1,NA,NA,126148528857.549,141793623014.932
Switzerland,22,4.6,2,NA,NA,127246262543.308,147504305594.765
Switzerland,23,4.4,3,NA,NA,146182464914.235,169781826316.18
Switzerland,24,4.4,4,NA,NA,167604367832.73,202880148130.277
Switzerland,25,4.3,5,NA,NA,190201338178.606,219835928927.08
Switzerland,26,4.2,6,NA,NA,206957086217.898,243432423911.31
Switzerland,27,4.1,7,NA,NA,239991125624.792,294204136037.987
Switzerland,28,4,8,NA,NA,288924445018.927,347370612316.499
Switzerland,29,3.9,9,NA,NA,269127172134.914,309906630456.759
Switzerland,30,3.9,9,NA,NA,311077560877.349,373420687857.23
Switzerland,31,3.8,9,NA,NA,398974964179.191,457983317764.484
Switzerland,32,3.7,9,NA,NA,378438382206.726,447813754987.545
Switzerland,33,3.6,9,NA,NA,412218525459.393,495206231662.519
Switzerland,34,3.5,9,NA,NA,372933612544.604,455817951895.791
Switzerland,35,3.4,9,NA,NA,343410804203.077,422965463953.971
Tajikistan,20,74.3,1,NA,99.45068359375,762413909.357993,746520252.372008
Tajikistan,21,69.7,2,NA,NA,848579377.792766,736447179.833066
Tajikistan,22,65.3,3,NA,NA,926522195.289606,766976592.742665
Tajikistan,23,61,4,NA,NA,1146860913.30764,994316325.863984
Tajikistan,24,57.3,4,NA,NA,1444874600.23565,1219659989.90069
Tajikistan,25,54.1,4,NA,NA,1682281973.94597,1254251427.83803
Tajikistan,26,51.4,4,NA,NA,2349017705.55421,1645949551.2976
Tajikistan,27,49.2,4,NA,NA,3707189542.48366,1705737109.65868
Tajikistan,28,47.4,4,NA,NA,4153088291.01933,1755618386.91812
Tajikistan,29,46,4,NA,NA,3062736862.43271,1218528978.6854
Tajikistan,30,44.7,4,NA,NA,3303722311.02992,842886503.767984
Tajikistan,31,43.3,4,NA,NA,4131274131.27413,1072838488.56883
Tajikistan,32,42.1,4,NA,NA,5030077885.894,1318783375.8997
Tajikistan,33,40.9,4,NA,NA,5124470005.45737,936778472.776122
Tajikistan,34,39.7,4,NA,99.8000030517578,4140473104.34219,835628645.495788
Tajikistan,35,38.5,4,NA,NA,3317810841.94642,823936006.230631
Tanzania,22,71.4,1,NA,69.4309005737305,1868591542.18345,2019020391.32085
Tanzania,23,67,2,NA,NA,2336989595.14416,2297025915.06897
Tanzania,24,62.7,3,NA,NA,2927990514.02746,2674833271.73611
Tanzania,25,58.7,4,NA,NA,3675376181.71192,3124777521.31169
Tanzania,26,55.2,5,NA,NA,4541767353.94201,3434320449.31704
Tanzania,27,51.5,6,NA,NA,6165940956.62333,4331708455.86331
Tanzania,28,48.3,7,NA,NA,8259952207.26673,5438641595.59699
Tanzania,29,45.6,8,NA,NA,7368748906.69403,5291151823.37329
Tanzania,30,42.4,8,NA,67.8006973266602,8974526067.2119,6277203237.56046
Tanzania,31,40.4,8,NA,NA,11967748602.0911,7497823405.03292
Tanzania,32,38.8,8,NA,78.1005935668945,12687185275.9881,8870644645.28173
Tanzania,33,37.6,8,NA,NA,13529848054.6971,8684876050.83966
Tanzania,34,36.2,8,NA,NA,13633798317.78,9028242341.06284
Tanzania,35,35.2,8,NA,77.8872299194336,11206350524.1311,8104067362.46172
Thailand,11,28.8,1,NA,NA,41756450652.1194,35329430022.5734
Thailand,12,27.3,1,NA,NA,45675804425.9668,41206885012.2637
Thailand,13,26,1,NA,NA,52752887091.4232,47453553768.6219
Thailand,14,24.8,1,NA,NA,63083936381.7098,56094870775.3479
Thailand,15,23.7,1,NA,NA,81632698111.9959,70305436039.0444
Thailand,16,22.7,1,NA,NA,82833873265.2795,71417410141.7765
Thailand,17,21.7,1,NA,NA,70306654380.9363,72442713530.9891
Thailand,18,20.8,1,NA,NA,48088366852.5172,65860554069.9333
Thailand,19,19.9,1,NA,NA,56073539484.3668,71490174196.1247
Thailand,20,19.1,1,NA,92.6465377807617,71358153959.6827,81953041249.7071
Thailand,21,18.3,1,NA,NA,68589774463.8424,76088350937.052
Thailand,22,17.5,1,NA,NA,72957581569.8753,81447761993.1052
Thailand,23,16.7,1,NA,NA,84013658080.3479,93686958534.0102
Thailand,24,16,1,NA,NA,106227176896.456,114062537292.653
Thailand,25,15.3,1,NA,93.5064697265625,131483909786.4,129499031578.738
Thailand,26,14.6,1,NA,NA,145055593685.655,152293199936.645
Thailand,27,14,1,NA,NA,160397413538.365,181094466107.734
Thailand,28,13.4,1,NA,NA,201114269676.075,208095295272.459
Thailand,29,12.9,1,NA,NA,154464093006.434,181530283674.291
Thailand,30,12.5,1,NA,96.430908203125,207270125009.073,226787541383.021
Thailand,31,12,1,NA,NA,255199578901.8,262743566281.972
Thailand,32,11.6,1,NA,NA,273216731921.848,274121307076.836
Thailand,33,11.2,1,NA,93.7020721435547,274440311137.148,282342608865.456
Thailand,34,10.9,1,NA,NA,254633433703.41,278596296775.227
Thailand,35,10.5,1,NA,92.8683090209961,229553488263.445,271423628448.042
Trinidad and Tobago,20,25.3,1,NA,97.9000015258789,NA,NA
Trinidad and Tobago,21,25.3,2,NA,NA,NA,NA
Trinidad and Tobago,22,25.1,3,NA,NA,NA,NA
Trinidad and Tobago,23,24.7,4,NA,NA,NA,NA
Trinidad and Tobago,24,24.3,5,NA,NA,NA,NA
Trinidad and Tobago,25,23.8,6,NA,NA,NA,NA
Trinidad and Tobago,26,23.3,7,NA,NA,NA,NA
Trinidad and Tobago,27,22.8,8,NA,NA,NA,NA
Trinidad and Tobago,28,22.2,9,NA,NA,NA,NA
Trinidad and Tobago,29,21.6,10,NA,NA,NA,NA
Trinidad and Tobago,30,21,10,NA,98.6999969482422,NA,NA
Trinidad and Tobago,31,20.4,10,NA,NA,NA,NA
Trinidad and Tobago,32,19.7,10,NA,NA,NA,NA
Trinidad and Tobago,33,19.2,10,NA,NA,NA,NA
Trinidad and Tobago,34,18.7,10,NA,NA,NA,NA
Trinidad and Tobago,35,18.2,10,NA,NA,NA,NA
Turkey,16,40.8,1,NA,NA,50498579852.5798,39094658476.6585
Turkey,17,38.5,1,NA,NA,57688103357.472,46664617511.5207
Turkey,18,36.3,1,NA,NA,54343007288.0706,56721035673.1876
Turkey,19,34.2,1,NA,NA,48167046322.8271,47537824737.3448
Turkey,20,32.1,1,NA,NA,61561836212.412,53091138835.5726
Turkey,21,30.2,1,NA,NA,45699315437.3368,53222799445.1697
Turkey,22,28.3,1,NA,NA,54838097797.2399,58321175690.0212
Turkey,23,26.5,1,NA,NA,72836672663.0688,69359206476.1143
Turkey,24,24.8,1,NA,87.3654937744141,102691164503.683,92090930901.4381
Turkey,25,23.2,1,NA,88.2290573120117,122442651086.633,105386581571.896
Turkey,26,21.7,1,NA,88.1193923950195,146412847742.387,119615726286.314
Turkey,27,20.2,1,NA,88.6558990478516,176168948499.501,143399935528.437
Turkey,28,18.9,1,NA,NA,206982593930.081,174469223972.34
Turkey,29,17.6,1,NA,90.8167190551758,150580156774.194,145518900645.161
Turkey,30,16.4,1,NA,92.6605987548828,196452157971.786,157844709209.476
Turkey,31,15.3,1,NA,94.106086730957,253091637611.94,185339817910.448
Turkey,32,14.2,1,NA,94.9197463989258,249766156458.797,206848575723.831
Turkey,33,13.2,1,NA,95.2566604614258,266904347095.283,211715472213.468
Turkey,34,12.3,2,NA,95.4396286010742,258300251770.619,222003068311.629
Turkey,35,11.6,3,NA,95.6014175415039,223151125000,200727579044.118
Uganda,22,81.6,1,NA,68.1425094604492,1548626997.46546,692819583.930111
Uganda,23,76.9,1,NA,NA,1596784201.20995,721542170.014055
Uganda,24,72.2,1,NA,NA,1807481101.18727,1008178395.63728
Uganda,25,67.6,1,NA,NA,2236745637.83951,1278134670.863
Uganda,26,63.4,1,NA,71.3731384277344,2819509192.31688,1518772911.93977
Uganda,27,59.2,1,NA,NA,3694279138.37478,2055981499.07067
Uganda,28,55.4,1,NA,NA,4553373857.00284,3457255934.12258
Uganda,29,52.3,1,NA,NA,7148939023.82281,4677180750.95161
Uganda,30,49.5,1,NA,73.2118835449219,6520259800.41316,3687465011.92554
Uganda,31,46.3,1,NA,NA,7497534908.54689,3583197948.46501
Uganda,32,42.5,1,NA,70.1982192993164,7648498513.7527,4230158408.06218
Uganda,33,41.6,1,NA,NA,7690477177.66994,4774874221.32967
Uganda,34,39.1,1,NA,NA,6870189732.11304,4874969999.04847
Uganda,35,37.7,1,NA,NA,8035899316.58179,4170603023.99086
Ukraine,21,15.1,1,NA,99.4304122924805,19550082835.3903,19941549859.4591
Ukraine,22,14.3,5,NA,NA,20538054293.5456,22091578117.3732
Ukraine,23,13.6,5,NA,NA,26431263712.5659,27388564892.0809
Ukraine,24,13,5,NA,NA,34689415303.6285,39057153600.3008
Ukraine,25,12.5,5,NA,NA,41678927546.9784,41949382402.8724
Ukraine,26,12,5,NA,NA,50931089108.9109,47525544554.4554
Ukraine,27,11.6,5,NA,NA,68937623762.3763,60543960396.0396
Ukraine,28,11.1,5,NA,NA,94431006986.6343,79896529465.3706
Ukraine,29,10.6,5,NA,NA,53817383714.9605,51428149707.3622
Ukraine,30,10.1,5,NA,NA,69484601038.3588,63998815464.4891
Ukraine,31,9.6,5,NA,NA,92063607610.8238,81280184748.2303
Ukraine,32,9.1,5,NA,99.9743499755859,99091978475.7853,83884244775.3723
Ukraine,33,8.6,5,NA,NA,95674965594.8955,78744026022.7699
Ukraine,34,8.1,5,NA,NA,69553702878.0065,64873261712.6705
Ukraine,35,7.7,5,NA,NA,50257224864.6125,47880172307.2416
Uruguay,22,13.7,1,NA,NA,2640666128.80463,2805886752.59914
Uruguay,23,13.3,2,NA,NA,2930314108.76786,3304408129.40689
Uruguay,24,12.8,3,NA,NA,4018907625.47119,4394994711.50161
Uruguay,25,12.4,4,NA,NA,4943843928.98287,5279006683.38876
Uruguay,26,12,5,NA,97.7896270751953,6201611238.96085,5932087158.44044
Uruguay,27,11.5,6,NA,97.8638916015625,7051255251.16101,6810249669.80529
Uruguay,28,11.2,7,NA,98.1635589599609,10629714453.4662,9171514609.08002
Uruguay,29,11,8,NA,98.2672271728516,8325301045.72847,8579858649.4151
Uruguay,30,10.6,8,NA,98.0727081298828,10214550358.188,10612138808.433
Uruguay,31,10.3,8,NA,98.3358993530273,12865868997.9393,12672707386.2754
Uruguay,32,10,8,NA,98.3959426879883,14939224936.7325,13287539954.5065
Uruguay,33,9.5,8,NA,98.3638687133789,15167942836.4971,13435347384.9699
Uruguay,34,9.1,8,NA,98.4359283447266,14620918050.4173,13474880882.7325
Uruguay,35,8.7,8,NA,98.5238723754883,12173386052.0942,11974918872.6333
Uzbekistan,26,44.6,1,NA,NA,5365211006.46474,6328126538.24697
Uzbekistan,27,43.3,2,NA,NA,7751706398.20179,8851137334.97958
Uzbekistan,28,42,3,NA,NA,11400016681.832,12165067485.593
Uzbekistan,29,40.8,4,NA,NA,11457877212.3743,11677571266.7676
Uzbekistan,30,39.6,4,NA,NA,9216063086.46529,13030252051.8188
Uzbekistan,31,38.4,4,NA,NA,11343212358.7357,14991418710.3987
Uzbekistan,32,37.2,4,NA,NA,12802232948.4479,13608904345.4126
Uzbekistan,33,36.1,4,NA,99.9948577880859,13957026160.2868,14367370513.0124
Uzbekistan,34,35,4,NA,99.9805526733398,13964534254.8137,13593687690.6198
Uzbekistan,35,33.9,4,NA,99.9838333129883,12366335626.595,12548905306.0701
Vietnam,24,23.2,1,NA,NA,33292010669.3764,27134530700.5589
Vietnam,25,22.6,2,NA,NA,38623129914.0376,36712091438.1245
Vietnam,26,22,3,NA,NA,46856276474.358,44944777029.2449
Vietnam,27,21.4,3,NA,NA,65095862341.9564,54591007520.8978
Vietnam,28,20.8,3,NA,NA,83250410219.4482,69724976613.6576
Vietnam,29,20.3,3,NA,93.5204467773438,76433848992.6973,66374595429.0185
Vietnam,30,19.8,3,NA,NA,92994667514.9521,83473591218.5112
Vietnam,31,19.3,3,NA,NA,113207523251.137,107605943514.67
Vietnam,32,18.8,3,NA,NA,119241741885.923,124700595352.41
Vietnam,33,18.3,3,NA,NA,139491323458.917,143186372437.711
Vietnam,34,17.8,3,NA,NA,154791469642.519,160889682239.455
Vietnam,35,17.3,3,NA,NA,171961718750.27,173490415457.862
Zambia,16,106.1,1,NA,NA,1271350442.91746,1024449292.15995
Zambia,17,104.6,2,NA,NA,1329783187.52377,1177862381.13351
Zambia,18,103.1,3,NA,NA,1119059126.79233,870898447.98883
Zambia,19,100.9,4,NA,68.0017929077148,1182328266.33166,852345058.626466
Zambia,20,97.6,4,NA,NA,1312938954.60975,861422399.382795
Zambia,21,92.7,4,NA,NA,1619718685.09236,1028111855.77003
Zambia,22,86.5,4,NA,69.1492233276367,1584553107.80703,1137944596.00782
Zambia,23,80,4,NA,NA,1795489024.5706,1258986753.42784
Zambia,24,73.9,4,NA,NA,2318788047.45862,2086548347.94618
Zambia,25,68.7,4,NA,NA,2632001949.14305,2550444807.88619
Zambia,26,64.9,4,NA,NA,3222874996.53076,4157837750.82568
Zambia,27,61.3,4,NA,61.1270904541016,4523566396.0025,4721899912.55465
Zambia,28,58.7,4,NA,NA,5469175507.91574,5179705635.79571
Zambia,29,55.6,4,NA,NA,4118784328.49131,4483693050.07828
Zambia,30,52.9,4,NA,83.0076675415039,6256988597.27752,7503512538.82554
Zambia,31,51.1,4,NA,NA,8385253152.83807,9494352665.25397
Zambia,32,49,4,NA,NA,9950731451.44056,10222369008.995
Zambia,33,46.5,4,NA,NA,12372097333.1604,11353601808.7807
Zambia,34,44.7,4,NA,NA,11197227278.6374,10540534390.8464
Zambia,35,43.3,4,NA,NA,10021732079.1437,7889717807.33052
